Record Id,Village Owner.id,Rating,Village Name,Phone,Fax,Parent Village.id,Website,Ticker Symbol,Village Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing Province,Shipping Province,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Village Number,Village Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Village Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Change Log Time,Households,Average Household Income,Road Conditions,Total Population,Latest Livelihoods Survey,Potential KHT Projects,Latest Education Survey,Potential Project Notes,Villagers Consulted,GPS Latitude,GPS Longitude,Latest WASH Survey,% Population Without Enough Rice,District.id,Nearest Town.id,Children (Aged 0 - 18),Distance to Town (km),Adult Males,Tribe,Forest Department,Adult Females,Season Accesibility,Average Annual HH Income (THB),Province,Village has Dorm,Distance to Hospital (km),Annual Malaria Cases,No. Children in Dorm,Nearest Health Centre,Distance to Pratom (km),Annual Typhoid Cases,No. Students at Uni,Distance to Health Centre (km),No. Children Go To Pratom,Annual Stomarch Ulcer Cases,No. Graduates,Annual Diabetes Cases,Nearest Mathayom (Seconary).id,Annual Cancer Cases,No. Children Go To Mathayom,Village Deaths in Last Year,Distance to Mathayom (km),Common Diseases,Nearest Pratom (Primary).id,Village Schools,Nearest Hospital.id,Latest non-KHT Clean Water Project,Latest non-KHT Rice Bank Project,Latest non-KHT Electricity Project,Sufficient Drinking Water in Dry Season,Non-KHT Projects Comments,Latest non-KHT Animal Bank Project,Previous Gov/Royal Aid Projects,General Comments,Latest non-KHT School Project,Previous Non-KHT NGO Projects,Current Water Sources,Latest non-KHT Solar Project,Latest non-KHT Road Project,Sufficient Drinking Water in Wet Season,Latest non-KHT Satelite Project,Village's Name,Name of Village,Latest non-KHT Irrigation Project,Number of People without Thai ID Cards,Are Any KHT Staff Connected to the Village?,No. Children Living Away in Dormitories,No. Children Who Don't Go to Mathayom but Should,No. Children Who Don't Go to Pratom but Should,Locked,Hosted KHT Projects,Last Enriched Time,Enrich Status,Record Status
zcrm_361303000001881812,zcrm_361303000000269001,,Ban Nong Pak Nam,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 11:27:22,,,2022-12-29 11:27:22,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 11:27:22,,51,,,256,,"Water project, Schorlarship students,Blankets, Mosquito Nets, Transport to school: More rain water tanks, Latrines (Public)",,,,18.10912,97.9365,2001-04-18,15.0,,zcrm_361303000000521090,98,7,77,,Mae Sariang,81,All Seasons,,Mae Hong Son,false,5,15,,Mae Sariang,7,20,,5,85,,,,,,,,,"Stomach, Flu",zcrm_361303000000521090,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Nong Pak Nam,Ban Nong Pak Nam,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001881813,zcrm_361303000000269001,,Ban Omlarn,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-15 14:40:49,,,2022-12-15 14:40:49,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-15 14:40:49,,35,,,197,,"Road to village, Lunch for children, Blankets, Mosquito Nets",,,,18.59847,98.19565,2006-09-14,50.0,,zcrm_361303000000401954,105,62,45,Sgaw,Mae La Noi,47,Dry Season,,Mae Hong Son,false,62,1,,Ban Pakae,,5,,4,,1.0,,,,,,,,"Flu, Ulcer",zcrm_361303000001881163,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Omlarn,Ban Omlarn,,,,,,,false,WASH,,,1
zcrm_361303000001881814,zcrm_361303000000269001,,Ban Pa Kae Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,40,,,250,,"Education Scholarship, Blankets,  Latrine",,FALSE,,18.61338,98.17514,2010-02-28,30.0,zcrm_361303000000401954,zcrm_361303000000401954,80,94,84,,Mae La Noi,86,Dry Season,,Mae Hong Son,false,94,1,,Ban Pa Kae,,5,,,121,,,,zcrm_361303000000522050,,,,30,"ulcer, high blood pressure, flu",,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pa Kae Tai,Ban Pa Kae Tai,,,,,,,false,WASH,,,1
zcrm_361303000001881815,zcrm_361303000000269001,,Ban Pa Kha,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:16,,,2022-08-05 06:56:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:16,,,,,,,,,,,,,,,zcrm_361303000001881210,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Pa Kha,Ban Pa Kha,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881816,zcrm_361303000000269001,,Ban Pa Kluay,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,35,,"Good (paved roads, few potholes)",117,,"Mosquito Nets, Blankets, Water Repair, Water Extension, Latrines, Dam, Channel, Repair, Scholarship, School Meals.",,FALSE,Village Headman;Village Leader;Villagers,18.22223,98.0359,2018-09-16,20.0,zcrm_361303000001881204,zcrm_361303000000521090,43,27,39,Sgaw,Mae Sariang,35,All Seasons,20000,Mae Hong Son,false,27,3,,Ban Mae Ho,2,3,,22,19,,3,1.0,zcrm_361303000000521090,,12,,27,Flu,zcrm_361303000001881241,No Schools,zcrm_361303000000521090,1991-01-01,,2011-01-01,No,,,Yes,,,No,Government Water System,2005-01-01,2001-01-01,No,,Ban Pa Kluay,Ban Pa Kluay,,,,,,,false,WASH,,,1
zcrm_361303000001881817,zcrm_361303000000269001,,Ban Pa La Pi Nua,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,18,,"Very Poor (not paved, inaccesible in wet season)",69,,"Mosquito Nets, Blankets, Latrines, Scholarship",,FALSE,Village Headman;Village Leader,18.80271,98.23071,2018-09-25,50.0,zcrm_361303000001881221,zcrm_361303000000667033,21,64,25,Sgaw,Mae Chaem,23,Dry Season,3000,Chiang Mai,false,64,1,,Ban Pong Oong,8,2,,10,10,,1,,zcrm_361303000000667033,,0,,64,,zcrm_361303000001881164,No Schools,zcrm_361303000000667033,2011-01-01,,,No,,,Yes,,,No,Government Water System;Stream/Spring,2001-01-01,2016-01-01,Yes,,Ban Pa La Pi Nua,Ban Pa La Pi Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881818,zcrm_361303000000269001,,Ban Pa La Pi Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,65,,"Good (paved roads, few potholes)",323,,"Mosquito Nets, Blankets, Water Repair, Water Extension, Latrines, Dam, Channel, Repair, Scholarship, School Meals.",,FALSE,Village Headman;Village Leader;Villagers,18.80372,98.231558,2019-09-04,25.0,zcrm_361303000001881221,zcrm_361303000000461057,70,40,131,Sgaw,Mae Chaem,122,All Seasons,20000,Chiang Mai,true,40,,56,Ban Pang Dong,0,15,20,17,40,,12,,zcrm_361303000000667033,,30,,80,,zcrm_361303000001881164,Prathom (Primary),,1986-01-01,,1997-01-01,No,,,Yes,,1981-01-01,No,Government Water System;River,,1989-01-01,No,,Ban Pa La Pi Tai,Ban Pa La Pi Tai,1990-01-01,,,,,,false,WASH,,,1
zcrm_361303000001881820,zcrm_361303000000269001,,Ban Pa Pae Klang,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:40,,,2022-08-05 06:51:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:40,,35,,,87,2013-02-19,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,,1993-01-01,,,,,,Yes,,,,,,,,,Ban Pa Pae Klang,Ban Pa Pae Klang,,,,,,,false,Irrigation,,,1
zcrm_361303000001881822,zcrm_361303000000269001,,Ban Pa Pong Scond,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:56,,,2022-08-05 10:21:56,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:56,,45,,,184,,"Education Scholarship, Blankets,  Mosquito Nets, Latrine",,FALSE,,,,2010-08-16,40.0,zcrm_361303000001881229,zcrm_361303000000521090,80,60,52,,Mae Sariang,52,All Seasons,,Mae Hong Son,false,60,3,,Ban Huay Kung,4,5,,60,20,,,,zcrm_361303000000521090,,4,,60,,zcrm_361303000001881166,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pa Pong Scond,Ban Pa Pong Scond,,,,,,,false,WASH,,,1
zcrm_361303000001881823,zcrm_361303000000269001,,Ban Pae,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,215,,,2113,,"Blankets, Mosquito Nets, Latrine, School transport",,,,18.22409,97.91208,2007-09-08,20.0,,zcrm_361303000000521090,318,8,94,,Mae Sariang,1172,All Seasons,,Mae Hong Son,false,8,5,,Ban Sop Harn,,3,,,224,,,,,,,,,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000521090,,,,,,,Yes,,,No,Well,,,,,Ban Pae,Ban Pae,,,,,,,false,WASH,,,1
zcrm_361303000001881824,zcrm_361303000000269001,,Ban Pae Kha Puang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:55:48,,,2022-08-05 06:55:48,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Pae Kha Puang,Ban Pae Kha Puang,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881825,zcrm_361303000000269001,,Ban Pahuey,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-15 14:41:40,,,2022-12-15 14:41:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-15 14:41:40,,24,,,236,,"Rice bank,Education Scholarship, Blankets and road",,,,18.16741,97.93263,2006-09-30,30.0,,zcrm_361303000000521090,169,46,33,Sgaw,Mae Sariang,34,Dry Season,,Mae Hong Son,false,46,,,Ban Pakae,2,2,,4,34,,,,,,,,,"Flu, Ulcer",zcrm_361303000001881144,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pahuey,Ban Pahuey,,,,,,,false,WASH,,,1
zcrm_361303000001881826,zcrm_361303000000269001,,Ban Pakae Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Pakae Nua,Ban Pakae Nua,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881827,zcrm_361303000000269001,,Ban Pakhae,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Pakhae,Ban Pakhae,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881829,zcrm_361303000000269001,,Ban Pang Oong,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Pang Oong,Ban Pang Oong,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881831,zcrm_361303000000269001,,Ban Pang Tong Tai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:16,,12,,,71,,"Blankets, Mosquito Nets, Latrine,  Education",,,,18.91337,98.1294,2001-02-10,70.0,,zcrm_361303000000461057,31,20,20,,Khun Yuam,20,Dry Season,,Mae Hong Son,false,20,4,,Ban Pang Tong,3,2,,3,22,,,,,,,,,"Headache, Skin infection",zcrm_361303000001881167,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pang Tong Tai,Ban Pang Tong Tai,,,,,,,false,WASH,,,1
zcrm_361303000001881833,zcrm_361303000000269001,,Ban Paw Naw Khee,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000461057,,,,,,,,,,,,,,,,Ban Paw Naw Khee,Ban Paw Naw Khee,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881834,zcrm_361303000000269001,,Ban Paw Ta Law Khee,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-02 10:22:09,,,2022-12-02 10:22:09,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 10:22:09,,35,,,183,,"Blankets, Education Scholarship, Mosquito Nets",,,,,,2007-10-05,40.0,,zcrm_361303000000401954,75,45,55,,Mae La Noi,53,Dry Season,,Mae Hong Son,false,45,,,Ban Khun Mae Hu,,2,,15,49,,,,,,,,,Ulcer,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Paw Ta Law Khee,Ban Paw Ta Law Khee,,,,,,,false,WASH,,,1
zcrm_361303000001884037,zcrm_361303000000269001,,Ban Mae Jaw,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 05:36:37,2024-04-17 13:24:07,,,2024-04-17 13:24:07,,,,,,,,,,,,,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 13:24:07,,45,,,120,2012-07-05,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000401954,1990-01-01,,,,,,Yes,,,,,,,,,Ban Mae Jaw,Ban Mae Jaw,,,,,,,false,School Buses;Irrigation;Further Education Scholarships,,,1
zcrm_361303000001884078,zcrm_361303000000269001,,Ban Mae Ookhor Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 05:43:47,2023-12-04 09:50:21,,,2023-12-04 09:50:21,,,,,,,,,,,,,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2023-12-04 09:50:21,,49,,,282,,"Blankets, Mosquito Nets, School scholarship",,,,18.88618,98.05073,2003-10-21,15.0,zcrm_361303000000461057,zcrm_361303000000461057,117,17,83,,Khun Yuam,82,Dry Season,,Mae Hong Son,false,17,3,,Ban Huay Pong,,6,,15,125,,,,,,,,,,,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Stream/Spring;Government Water System,,,,,Ban Mae Ookhor Luang,Ban Mae Ookhor Luang,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001884168,zcrm_361303000000269001,,Ban Huay Phueng,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 07:10:57,2024-04-17 16:16:27,,,2024-04-17 16:16:27,,,,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,2024-04-17 16:16:27,,,,,,,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huay Phueng,Ban Huay Phueng,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001899092,zcrm_361303000000269001,,Ban Pha Aeh Doo,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:25:11,,,2022-08-05 10:25:11,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:25:11,,57,,,303,,Education Scholarship and Domitory,,,,,,2013-10-05,40.0,,zcrm_361303000000667033,130,70,87,,Mae Chaem,86,Dry Season,,Chiang Mai,false,70,4,,Mae La Noi,,7,,10,41,,,,zcrm_361303000000667033,,8,,70,Flu,zcrm_361303000001881171,Prathom (Primary),zcrm_361303000000667033,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pha Aeh Doo,Ban Pha Aeh Doo,,,,,,,false,WASH,,,1
zcrm_361303000001899093,zcrm_361303000000269001,,Ban Pha Daeng Luang,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-12-02 14:03:57,,,2022-12-02 14:03:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 14:03:57,,90,,,256,2014-02-18,"Rice bank, Blankets and Animals",,,,18.57674,98.01635,2001-11-29,60.0,zcrm_361303000000401954,zcrm_361303000000401954,,60,,,Mae La Noi,,Dry Season,,Mae Hong Son,false,60,10,,Ban Mae To,,1,,20,80,10.0,,,,,,,,,,Prathom (Primary),zcrm_361303000000401954,2001-01-01,,,,,,Yes,,,No,,,,,,Ban Pha Daeng Luang,Ban Pha Daeng Luang,,,,,,,false,Irrigation;WASH,,,1
zcrm_361303000001899094,zcrm_361303000000269001,,Ban Pha La Pi,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,28,,,174,,"Education Scholarship, Blankets, Rice bank, Latrine",,FALSE,,18.80189,98.2298,2009-09-17,50.0,zcrm_361303000001881221,zcrm_361303000000461057,65,40,55,,Mae Chaem,54,Dry Season,,Chiang Mai,false,42,,,Ban Pang Ung,3,6,,17,32,,,,zcrm_361303000000667033,,32,,85,Flu and Ulcer,zcrm_361303000001881164,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pha La Pi,Ban Pha La Pi,,,,,,,false,WASH,,,1
zcrm_361303000001899095,zcrm_361303000000269001,,Ban Pha Tho,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,27,,,115,,"Blankets, Mosquito Nets, Latrine, School transport",,,,,,2008-09-11,50.0,zcrm_361303000001881209,zcrm_361303000000461057,41,44,37,,Khun Yuam,37,Dry Season,,Mae Hong Son,false,44,5,,Ban Mae Ki,8,10,,13,12,,,,zcrm_361303000000461077,,,,44,"Flu, Ulcer",zcrm_361303000000528033,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,Yes,Government Water System,,,,,Ban Pha Tho,Ban Pha Tho,,,,,,,false,WASH,,,1
zcrm_361303000001899096,zcrm_361303000000269001,,Ban Pha Wai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-12-02 14:25:35,,,2022-12-02 14:25:35,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 14:25:35,,110,,,580,2016-04-05,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,,1989-01-01,,,,,,Yes,,,,,,,,,Ban Pha Wai,Ban Pha Wai,,,,,,,false,Irrigation,,,1
zcrm_361303000001899097,zcrm_361303000000269001,,Ban Pha Wai Klang,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 06:51:40,,,2022-08-05 06:51:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:40,,30,,,150,2012-01-16,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,,1989-01-01,,,,,,Yes,,,,,,,,,Ban Pha Wai Klang,Ban Pha Wai Klang,,,,,,,false,Irrigation,,,1
zcrm_361303000001899099,zcrm_361303000000269001,,Ban Piang Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-12-29 11:27:47,,,2022-12-29 11:27:47,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 11:27:47,,57,,,454,,"Blankets, Mosquito Nets, Education",,,,19.68282,98.62659,2003-10-08,20.0,,zcrm_361303000000461057,54,34,205,,Khun Yuam,195,All Seasons,,Mae Hong Son,false,34,9,,Ban Mae Ki,3,4,,3,56,,,,,,,,,,zcrm_361303000000528034,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Piang Luang,Ban Piang Luang,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001899100,zcrm_361303000000269001,,Ban Po No Khee,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Po No Khee,Ban Po No Khee,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001899102,zcrm_361303000000269001,,Ban Prabart Huay Phueng,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:41:59,,,2022-08-05 10:41:59,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:59,,52,,,182,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.47005,98.03474,2012-09-19,50.0,zcrm_361303000000401954,zcrm_361303000000401954,62,40,62,Sgaw,Mae La Noi,58,Dry Season,3000,Mae Hong Son,false,40,2,,Ban Mae Hu,,4,,10,32,,,,zcrm_361303000000528038,,5,,,Flu and Ulcer,zcrm_361303000001881173,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Prabart Huay Phueng,Ban Prabart Huay Phueng,,,,,,,false,WASH,,,1
zcrm_361303000001899103,zcrm_361303000000269001,,Ban Rak Mai Nua,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,57,,,350,,"Road, Latrine, Rice bank, Blankets and Education project",,,,,,2008-09-29,50.0,zcrm_361303000001881227,zcrm_361303000000521090,115,,118,,Mae Sariang,117,Dry Season,,Mae Hong Son,false,,,,Ban Paphae,,30,,7,75,,,,zcrm_361303000001881168,,11,,7,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Rak Mai Nua,Ban Rak Mai Nua,,,,,,,false,WASH,,,1
zcrm_361303000001899105,zcrm_361303000000269001,,Ban Sa La Jiang Tong,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 06:51:40,,,2022-08-05 06:51:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:40,,80,,,280,2016-01-08,,,,,,,,,zcrm_361303000000521090,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,,1996-01-01,,,,,,Yes,,,,,,,,,Ban Sa La Jiang Tong,Ban Sa La Jiang Tong,,,,,,,false,Irrigation,,,1
zcrm_361303000001899109,zcrm_361303000000269001,,Ban Sao Hin,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:26,2022-08-05 10:39:06,,,2022-08-05 10:39:06,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:39:06,,116,,,426,2015-05-11,"Latrine, Blankets,  Mosquito Nets",,FALSE,,18.55079,97.66752,2015-02-19,40.0,zcrm_361303000001881248,zcrm_361303000000521090,125,107,156,Sgaw,Mae Sariang,145,Dry Season,4000,Mae Hong Son,false,107,30,,Ban Sa La Jiang Tong,,20,1,,95,,1,,zcrm_361303000000716235,,125,,4,,,Prathom (Primary),zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Sao Hin,Ban Sao Hin,,,,,,,false,Irrigation;WASH,,,1
