Record Id,Village Owner.id,Rating,Village Name,Phone,Fax,Parent Village.id,Website,Ticker Symbol,Village Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing Province,Shipping Province,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Village Number,Village Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Village Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Change Log Time,Households,Average Household Income,Road Conditions,Total Population,Latest Livelihoods Survey,Potential KHT Projects,Latest Education Survey,Potential Project Notes,Villagers Consulted,GPS Latitude,GPS Longitude,Latest WASH Survey,% Population Without Enough Rice,District.id,Nearest Town.id,Children (Aged 0 - 18),Distance to Town (km),Adult Males,Tribe,Forest Department,Adult Females,Season Accesibility,Average Annual HH Income (THB),Province,Village has Dorm,Distance to Hospital (km),Annual Malaria Cases,No. Children in Dorm,Nearest Health Centre,Distance to Pratom (km),Annual Typhoid Cases,No. Students at Uni,Distance to Health Centre (km),No. Children Go To Pratom,Annual Stomarch Ulcer Cases,No. Graduates,Annual Diabetes Cases,Nearest Mathayom (Seconary).id,Annual Cancer Cases,No. Children Go To Mathayom,Village Deaths in Last Year,Distance to Mathayom (km),Common Diseases,Nearest Pratom (Primary).id,Village Schools,Nearest Hospital.id,Latest non-KHT Clean Water Project,Latest non-KHT Rice Bank Project,Latest non-KHT Electricity Project,Sufficient Drinking Water in Dry Season,Non-KHT Projects Comments,Latest non-KHT Animal Bank Project,Previous Gov/Royal Aid Projects,General Comments,Latest non-KHT School Project,Previous Non-KHT NGO Projects,Current Water Sources,Latest non-KHT Solar Project,Latest non-KHT Road Project,Sufficient Drinking Water in Wet Season,Latest non-KHT Satelite Project,Village's Name,Name of Village,Latest non-KHT Irrigation Project,Number of People without Thai ID Cards,Are Any KHT Staff Connected to the Village?,No. Children Living Away in Dormitories,No. Children Who Don't Go to Mathayom but Should,No. Children Who Don't Go to Pratom but Should,Locked,Hosted KHT Projects,Last Enriched Time,Enrich Status,Record Status
zcrm_361303000001881650,zcrm_361303000000269001,,Ban Huay Poo Leoy,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,84,,"Very Poor (not paved, inaccesible in wet season)",370,,"Mosquito Nets, Blankets, Latrines, Dam, Channel, Repair, Scholarship, School  School Bus",,FALSE,Village Headman;Village Leader,19.14775,98.02886,2016-11-19,60.0,zcrm_361303000001881192,zcrm_361303000000716157,90,70,132,Sgaw,Mae Hong Son,148,Dry Season,12000,Mae Hong Son,false,20,1,,Ban Huay Tong,0,10,4,10,38,,13,,zcrm_361303000001881244,,20,,20,,zcrm_361303000001443590,Prathom (Primary),zcrm_361303000001881260,1996-01-01,,,No,,,Yes,,1991-01-01,No,Government Water System;Stream/Spring,2001-01-01,1991-01-01,Yes,,Ban Huay Poo Leoy,Ban Huay Poo Leoy,,,,,,,false,WASH,,,1
zcrm_361303000001881651,zcrm_361303000000269001,,Ban Huay Poo Ling,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:55:48,,,2022-08-05 06:55:48,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001443590,,,,,,,,,,,,,,,,,,Ban Huay Poo Ling,Ban Huay Poo Ling,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881654,zcrm_361303000000269001,,Ban Huay Sai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:55:47,,,2022-08-05 06:55:47,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:55:47,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huay Sai,Ban Huay Sai,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881657,zcrm_361303000000269001,,Ban Huay Ta Phaap,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:31:41,,,2022-08-05 10:31:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:31:41,,22,,,111,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,,,2014-06-13,45.0,zcrm_361303000001881247,zcrm_361303000000401954,29,40,45,Sgaw,Mae La Noi,37,All Seasons,4000,Mae Hong Son,false,40,2,,Mae La Luang,4,3,,20,10,,,,zcrm_361303000000528038,,1,,,Flu,zcrm_361303000001881122,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Stream/Spring,,,,,Ban Huay Ta Phaap,Ban Huay Ta Phaap,,,,,,,false,WASH,,,1
zcrm_361303000001881659,zcrm_361303000000269001,,Ban Huay Tong,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,zcrm_361303000000461057,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huay Tong,Ban Huay Tong,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881660,zcrm_361303000000269001,,Ban Huay Tong Jing,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-06 11:12:53,,,2022-12-06 11:12:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-06 11:12:53,,38,,,182,,"Education Scholarship, Blankets,  Mosquito Nets,Irrigation, Latrine",,FALSE,,18.76571,98.00907,2013-09-26,45.0,zcrm_361303000001881223,,64,30,59,Sgaw,Khun Yuam,59,All Seasons,4000,Mae Hong Son,false,30,1,,Ban Mae Jae,2,5,,7,22,,5,,zcrm_361303000000461077,,,,30,Flu,zcrm_361303000001881178,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Huay Tong Jing,Ban Huay Tong Jing,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001881661,zcrm_361303000000269001,,Ban Huay Tong Kaw,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:28:28,,,2022-08-05 10:28:28,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:28:28,,23,,,106,,"Mosquito Nets, Blankets, Education Scholarship, and The village is remote and poor",,FALSE,,,,2016-09-30,50.0,zcrm_361303000001881247,zcrm_361303000000401954,20,40,44,Sgaw,Mae La Noi,42,Dry Season,3000,Mae Hong Son,false,40,5,,Ban Me Pang,15,9,,20,20,,1,,zcrm_361303000000528038,,,,,"Malaria, Typhoid,Flue,Ulcer",zcrm_361303000001881122,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Stream/Spring,,,,,Ban Huay Tong Kaw,Ban Huay Tong Kaw,,,,,,,false,WASH,,,1
zcrm_361303000001881663,zcrm_361303000000269001,,Ban Huay Yao,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,24,,,106,,"Blankets, Education Scholarship, Mosquito Nets",,,,,,2006-09-28,20.0,,zcrm_361303000000521090,50,37,28,Sgaw,Mae Sariang,28,Dry Season,,Mae Hong Son,false,37,,,Ban Papae,4,2,,12,6,,,,,,,,,"Flu, Ulcer",zcrm_361303000001881118,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,,,,,,Ban Huay Yao,Ban Huay Yao,,,,,,,false,WASH,,,1
zcrm_361303000001881664,zcrm_361303000000269001,,Ban Huayn Maak lang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huayn Maak lang,Ban Huayn Maak lang,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881665,zcrm_361303000000269001,,Ban Huey Tung,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:16,,42,,,195,,"Education, Blankets, healthcare centre",,,,,,1999-03-31,50.0,,zcrm_361303000000401954,130,32,34,,Mae Sariang,31,Dry Season,,Mae Hong Son,false,32,,,In the village,,,,,56,,,,,,,,,,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Huey Tung,Ban Huey Tung,,,,,,,false,WASH,,,1
zcrm_361303000001881666,zcrm_361303000000269001,,Ban Huy Kae Pa,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huy Kae Pa,Ban Huy Kae Pa,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881668,zcrm_361303000000269001,,Ban Ka No,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Ka No,Ban Ka No,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881669,zcrm_361303000000269001,,Ban Kaw Ka,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Kaw Ka,Ban Kaw Ka,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881670,zcrm_361303000000269001,,Ban Kew Mae Oo Khor Noi,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:15,,,2022-08-05 10:22:15,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:15,,9,,,54,,"Blankets, Mosquito Nets, exercise books, pencils",,,,,,2001-11-16,60.0,,zcrm_361303000000461057,33,40,11,,Khun Yuam,10,Dry Season,,Mae Hong Son,false,40,1,,Ban Pang Tong,3,2,,22,6,,,,,,,,,diarrhea,zcrm_361303000001881190,No Schools,zcrm_361303000000461057,,,,,,,No,,,No,Stream/Spring,,,,,Ban Kew Mae Oo Khor Noi,Ban Kew Mae Oo Khor Noi,,,,,,,false,WASH,,,1
zcrm_361303000001881671,zcrm_361303000000269001,,Ban Kew Pak Ped,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,28,,,214,,"Education Scholarship, Blankets,  Latrine",,FALSE,,19.2169,97.97999,2009-10-08,60.0,zcrm_361303000001881226,zcrm_361303000000716157,116,74,48,,Mae Hong Son,50,Dry Season,,Mae Hong Son,false,26,2,,Ban Huay Tong,5,4,,16,20,,,,zcrm_361303000000716157,,,,74,Flu and Ulcer,zcrm_361303000001881158,No Schools,zcrm_361303000001881260,,,,,,,Yes,,,No,Government Water System,,,,,Ban Kew Pak Ped,Ban Kew Pak Ped,,,,,,,false,WASH,,,1
zcrm_361303000001881672,zcrm_361303000000269001,,Ban Kha Noon,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,17,,,105,,"Rice bank, Blankets, Education, Mosquito Nets",,,,18.20182,98.08428,2008-10-23,50.0,zcrm_361303000001881204,zcrm_361303000000521090,22,43,43,,Mae Sariang,40,All Seasons,,Mae Hong Son,false,43,2,,Ban Mae Lid Pa Kae,2,5,,5,16,,,,zcrm_361303000000521194,,,,30,"Flu, Ulcer and skin infection",zcrm_361303000001881149,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Kha Noon,Ban Kha Noon,,,,,,,false,WASH,,,1
zcrm_361303000001881674,zcrm_361303000000269001,,Ban Khun Mae Hu,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:42:06,,,2022-08-05 10:42:06,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:42:06,,55,,,221,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.50773,98.01113,2012-09-18,50.0,zcrm_361303000001881254,zcrm_361303000000401954,66,30,81,Sgaw,Mae La Noi,74,Dry Season,4000,Mae Hong Son,false,30,2,,Ban Mae Pang Nok,20,5,,20,11,,1,,zcrm_361303000000528038,,10,,30,Flu and Ulcer,zcrm_361303000001881148,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Khun Mae Hu,Ban Khun Mae Hu,,,,,,,false,WASH,,,1
zcrm_361303000001881676,zcrm_361303000000269001,,Ban Khun Mae La Noi,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-02 13:57:29,,,2022-12-02 13:57:29,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 13:57:29,,37,,,92,2013-10-21,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,zcrm_361303000000528038,,,,,,,,zcrm_361303000000401954,1988-01-01,,,,,,Yes,,,,,,,,,Ban Khun Mae La Noi,Ban Khun Mae La Noi,,,,,,,false,Irrigation;Further Education Scholarships,,,1
